Booking Code,Name,Flight Code,Date,Checked In,Baggage Weight (kg),Baggage Volume (m^3)
LHRCA8962710223718,Elizabeth Goodwin,CA896,271022,No,8.48,2.29
LHRCA8962710222575,Henry Mckinney,CA896,271022,Yes,21.49,2.31
LHRCA8962710221711,Lori Buck,CA896,271022,No,31.79,0.81
LHRCA8962710226382,Sara Long,CA896,271022,Yes,8.63,0.65
LHRCA8962710227971,Jill Gordon,CA896,271022,No,31.37,1.53
LHRCA8962710222945,Jackie Bridges,CA896,271022,Yes,29.11,0.59
LHRCA8962710227184,Jennifer Fitzgerald,CA896,271022,Yes,10.72,1.8
LHRCA8962710228716,Michael Smith,CA896,271022,No,17.16,2.14
LHRCA8962710227275,Kendra Solis,CA896,271022,No,15.65,2.25
LHRCA8962710228696,Brooke Martinez,CA896,271022,No,21.47,2.05
LHRCA8962710225436,Natalie Ballard,CA896,271022,No,17.84,0.82
LHRCA8962710224824,Andrew Davila,CA896,271022,No,17.21,2.44
LHRCA8962710229404,Caleb Rodriguez,CA896,271022,No,24.9,0.92
LHRCA8962710223238,Melanie Rogers,CA896,271022,Yes,20.01,0.75
LHRCA8962710226665,Ruth Jackson,CA896,271022,Yes,17.99,2.06
LHRCA8962710225177,Dr. Shirley Norris MD,CA896,271022,Yes,24.83,0.6
LHRCA8962710222809,Elizabeth Thomas,CA896,271022,No,33.22,1.95
LHRCA8962710228284,Angela Smith,CA896,271022,Yes,30.91,1.25
LHRCA8962710221322,Mrs. Rebecca Cross,CA896,271022,No,25.49,1.69
LHRCA8962710229657,Anne Reynolds,CA896,271022,Yes,8.45,1.7
LHRCA8962710222002,Kelly Miller,CA896,271022,No,9.82,2.21
LHRCA8962710229127,Stephen Brown,CA896,271022,No,5.5,2.3
LHRCA8962710227986,Mrs. Stephanie Blackburn,CA896,271022,No,32.92,1.83
LHRCA8962710225779,Kristen Frost,CA896,271022,Yes,30.22,1.56
LHRCA8962710221622,Christine Gonzales,CA896,271022,No,25.28,0.85
LHRCA8962710224179,Chris Tucker,CA896,271022,No,8.65,1.4
LHRCA8962710226038,Andrew Alexander,CA896,271022,No,27.16,1.54
LHRCA8962710222075,Geoffrey Snyder,CA896,271022,Yes,24.24,1.1
LHRCA8962710225946,Nathan Knight,CA896,271022,Yes,27.01,2.04
LHRCA8962710223358,Mary Espinoza,CA896,271022,Yes,21.53,0.82
LHRCA8962710223830,Michael Hogan,CA896,271022,No,18.57,0.77
LHRCA8962710221057,George Robinson,CA896,271022,Yes,22.03,0.9
LHRCA8962710229686,Lee Sutton,CA896,271022,No,31.94,1.01
LHRCA8962710229215,Kenneth Finley,CA896,271022,Yes,30.36,1.47
LHRCA8962710228173,Jeff Ortega,CA896,271022,Yes,14.89,0.94
LHRCA8962710222468,Jennifer Thomas,CA896,271022,Yes,33.23,2.44
LHRCA8962710223226,Javier Mullins,CA896,271022,Yes,12.11,1.45
LHRCA8962710228199,Blake Rodriguez,CA896,271022,No,26.0,1.14
LHRCA8962710221092,Zachary King,CA896,271022,No,7.8,2.37
LHRCA8962710229640,Katie Scott,CA896,271022,No,5.92,0.63
LHRCA8962710225286,Samantha Hall,CA896,271022,Yes,8.78,1.89
LHRCA8962710227772,Darrell Carr,CA896,271022,No,26.97,1.97
LHRCA8962710227048,Douglas Nelson,CA896,271022,No,31.53,2.34
LHRCA8962710223915,Carlos Mendez,CA896,271022,No,32.11,1.23
LHRCA8962710226557,Justin Kirk,CA896,271022,Yes,12.38,2.2
LHRCA8962710221779,Ms. Elizabeth Cooper DVM,CA896,271022,No,29.46,1.78
LHRCA8962710223632,Erica Fritz,CA896,271022,No,20.91,2.05
LHRCA8962710228979,Rebecca Holt,CA896,271022,No,14.87,0.73
LHRCA8962710229547,Lisa Olson,CA896,271022,Yes,13.3,1.65
LHRCA8962710222964,Jordan Waters,CA896,271022,No,32.88,1.03
LHRCA8962710226963,Kim Perry,CA896,271022,No,32.22,0.99
LHRCA8962710229976,Jonathan Walker,CA896,271022,No,16.38,1.13
LHRCA8962710228892,Allison Benson,CA896,271022,No,26.61,1.67
LHRCA8962710223770,Paul Ramos,CA896,271022,Yes,28.98,1.44
LHRCA8962710224841,Jacob Thomas,CA896,271022,Yes,31.1,1.93
LHRCA8962710222619,Trevor Jones,CA896,271022,Yes,21.54,1.49
LHRCA8962710229215,Amy Gonzalez,CA896,271022,Yes,32.11,1.01
LHRCA8962710228597,Jackson Smith,CA896,271022,No,34.14,2.09
LHRCA8962710226406,Steven Howell,CA896,271022,No,8.2,1.57
LHRCA8962710223157,Brianna Robinson,CA896,271022,Yes,31.43,2.36
LHRCA8962710228945,Dylan Torres,CA896,271022,No,32.29,0.6
LHRCA8962710229523,Chase Morrow,CA896,271022,Yes,34.46,0.94
LHRCA8962710228645,Anthony Mcguire,CA896,271022,No,9.44,0.76
LHRCA8962710229526,Richard Baker,CA896,271022,No,20.04,2.32
LHRCA8962710228819,Kelly Lewis,CA896,271022,No,27.47,2.1
LHRCA8962710226951,Mandy Ferguson,CA896,271022,No,6.15,1.5
LHRCA8962710224586,Michelle Trujillo,CA896,271022,No,18.4,1.5
LHRCA8962710226354,James Wiggins,CA896,271022,Yes,13.89,1.24
LHRCA8962710223661,Derek Evans,CA896,271022,No,23.31,2.07
LHRCA8962710226093,John Ayala,CA896,271022,No,30.77,2.14
LHRCA8962710224162,Kyle Anderson,CA896,271022,Yes,29.04,0.72
LHRCA8962710222008,Chad Spencer MD,CA896,271022,No,26.09,1.22
LHRCA8962710226271,Angela Jimenez,CA896,271022,Yes,21.83,0.8
LHRCA8962710228083,Sabrina Jackson,CA896,271022,No,14.71,2.42
LHRCA8962710221967,Susan Mcguire,CA896,271022,Yes,6.75,0.9
LHRCA8962710221430,Ashley Martinez,CA896,271022,No,5.17,0.87
LHRCA8962710226926,Wendy Erickson,CA896,271022,Yes,24.66,1.05
LHRCA8962710224372,Mark Johnson,CA896,271022,Yes,25.12,2.25
LHRCA8962710225299,Courtney Mullins,CA896,271022,Yes,15.08,0.77
LHRCA8962710224397,Stephanie Fox,CA896,271022,Yes,19.53,1.66
LHRCA8962710222179,Jennifer Osborn,CA896,271022,Yes,16.54,2.36
LHRCA8962710225339,Taylor Smith,CA896,271022,No,18.97,1.31
LHRCA8962710222616,Donna Cabrera,CA896,271022,No,26.24,1.25
LHRCA8962710226118,Sharon Higgins,CA896,271022,Yes,10.56,1.27
LHRCA8962710224789,Miguel Harper,CA896,271022,Yes,19.16,1.14
LHRCA8962710227536,Rachel Zhang,CA896,271022,Yes,8.53,2.18
LHRCA8962710221425,Elizabeth Wright,CA896,271022,No,7.18,1.69
LHRCA8962710229808,Carlos Jones,CA896,271022,Yes,29.84,0.89
LHRCA8962710224094,James Whitaker,CA896,271022,Yes,6.66,1.25
LHRCA8962710226827,Mary Gibson,CA896,271022,Yes,17.69,1.8
LHRCA8962710222013,Christina Rivers,CA896,271022,No,5.56,1.76
LHRCA8962710224825,Pamela Anderson,CA896,271022,No,31.51,2.44
LHRCA8962710221111,Mark Decker,CA896,271022,No,19.0,0.96
LHRCA8962710223479,Craig Watkins,CA896,271022,Yes,30.67,1.62
LHRCA8962710221383,Melissa Gill,CA896,271022,Yes,34.5,0.57
LHRCA8962710224320,Mr. Gilbert Diaz DDS,CA896,271022,No,34.18,1.19
LHRCA8962710227693,Mrs. Amanda Sloan,CA896,271022,Yes,8.95,1.38
LHRCA8962710222534,Marissa Riggs,CA896,271022,Yes,5.5,1.56
LHRCA8962710225425,Mark Vaughan,CA896,271022,No,28.04,0.65
LHRCA8962710228614,Brittney Clay,CA896,271022,Yes,13.72,1.9
LHRCA8962710227578,Julie Hicks,CA896,271022,No,34.1,1.42
LHRCA8962710228885,David Rogers,CA896,271022,Yes,8.04,0.69
LHRCA8962710227765,Andrew Atkinson,CA896,271022,Yes,27.84,1.05
LHRCA8962710224269,Emily Kelley,CA896,271022,Yes,28.95,1.54
LHRCA8962710226091,Miranda Phillips,CA896,271022,No,33.47,1.61
LHRCA8962710225353,David Thomas,CA896,271022,No,32.67,2.43
LHRCA8962710227647,Jesus Gray,CA896,271022,No,7.97,0.81
LHRCA8962710226348,Anthony Kelly,CA896,271022,No,16.81,0.55
LHRCA8962710226688,Matthew Spencer,CA896,271022,Yes,33.81,2.38
LHRCA8962710226804,Barbara Baldwin,CA896,271022,No,27.02,2.39
LHRCA8962710228429,Amy Thomas,CA896,271022,Yes,21.57,0.73
LHRCA8962710224540,Jason Oliver,CA896,271022,No,20.06,0.77
LHRCA8962710229543,Blake Gill,CA896,271022,No,22.7,2.11
LHRCA8962710226462,Shawn Leonard,CA896,271022,Yes,24.4,2.32
LHRCA8962710226014,Julie Scott,CA896,271022,Yes,14.72,2.32
LHRCA8962710229237,Jason Ferguson,CA896,271022,No,25.71,2.18
LHRCA8962710225814,Robert Cox,CA896,271022,No,5.46,1.4
LHRCA8962710226251,Jennifer Soto,CA896,271022,Yes,25.63,2.35
LHRCA8962710223828,Kimberly Brown,CA896,271022,Yes,26.06,0.56
LHRCA8962710222107,Laura Robles,CA896,271022,No,9.23,1.2
LHRCA8962710224002,Kevin Humphrey,CA896,271022,Yes,22.29,1.44
LHRCA8962710224899,Julie Black,CA896,271022,Yes,7.0,2.49
LHRCA8962710228495,Angela Savage,CA896,271022,Yes,11.37,0.65
LHRCA8962710223190,Jimmy Taylor,CA896,271022,Yes,18.79,1.85
LHRCA8962710229015,Jennifer Bean,CA896,271022,Yes,28.9,1.6
LHRCA8962710221150,Christopher Ford,CA896,271022,No,10.4,1.01
LHRCA8962710226321,Mrs. Melissa Gillespie,CA896,271022,No,31.54,1.57
LHRCA8962710224054,Sabrina Henson,CA896,271022,No,18.85,0.57
LHRCA8962710227262,James Bailey,CA896,271022,No,6.95,0.68
LHRCA8962710228872,Melissa Moore,CA896,271022,Yes,19.82,0.68
LHRCA8962710225830,Jessica Riley,CA896,271022,Yes,6.34,2.14
LHRCA8962710227878,Billy Gonzalez,CA896,271022,No,8.06,2.08
LHRCA8962710225022,Frederick Moreno,CA896,271022,No,13.92,1.19
LHRCA8962710227277,Bonnie Contreras,CA896,271022,No,15.62,1.29
LHRCA8962710223234,Jaclyn Mckinney,CA896,271022,No,22.62,1.58
LHRCA8962710226110,Savannah Clark,CA896,271022,No,14.05,0.6
LHRCA8962710225537,Angela Sims,CA896,271022,Yes,16.09,1.85
LHRCA8962710229815,Carla Smith,CA896,271022,No,18.77,2.39
LHRCA8962710221450,Shannon Kim,CA896,271022,No,18.79,0.69
LHRCA8962710226372,Trevor Woods,CA896,271022,No,5.88,2.35
LHRCA8962710227481,Cynthia Mooney,CA896,271022,Yes,17.86,2.49
LHRCA8962710222848,Hannah Smith,CA896,271022,No,12.35,1.84
LHRCA8962710222427,Daniel Hall,CA896,271022,Yes,32.86,0.83
LHRCA8962710223589,Ariana Richardson,CA896,271022,Yes,10.39,0.99
LHRCA8962710222984,Michael Knight,CA896,271022,Yes,33.42,2.08
LHRCA8962710224178,Isaac Stewart,CA896,271022,No,12.23,1.37
LHRCA8962710224241,Justin Hudson,CA896,271022,Yes,25.61,2.39
LHRCA8962710229581,Mario Stevens,CA896,271022,Yes,5.68,1.06
LHRCA8962710228502,Jessica Chapman,CA896,271022,No,27.39,2.14
LHRCA8962710229657,Lori Conley,CA896,271022,Yes,19.05,0.53
LHRCA8962710227647,Ryan Hunt,CA896,271022,Yes,5.78,2.32
LHRCA8962710229856,Michael Thomas,CA896,271022,No,14.52,1.91
LHRCA8962710221010,Brian Lang,CA896,271022,Yes,9.67,2.29
LHRCA8962710224115,Daniel Smith,CA896,271022,No,26.21,1.18
LHRCA8962710226033,Robert Bradley,CA896,271022,Yes,14.1,1.32
LHRCA8962710228320,Christina Tran MD,CA896,271022,No,20.6,0.76
LHRCA8962710229864,Sarah Hatfield,CA896,271022,No,23.73,1.67
LHRCA8962710221827,David Austin,CA896,271022,No,24.1,1.98
LHRCA8962710222017,Dustin Mcclure,CA896,271022,Yes,33.31,1.87
LHRCA8962710226370,Sandra Black,CA896,271022,Yes,22.69,0.7
LHRCA8962710228398,Steven James,CA896,271022,Yes,24.34,2.38
LHRCA8962710221867,Jacob Richardson,CA896,271022,Yes,5.48,0.71
LHRCA8962710223435,Chad Aguilar,CA896,271022,Yes,27.84,1.11
LHRCA8962710222837,Julie Kelley,CA896,271022,No,15.98,2.34
LHRCA8962710229334,Daniel Phillips,CA896,271022,Yes,33.22,1.27
LHRCA8962710225548,Susan Ford,CA896,271022,No,28.15,1.62
LHRCA8962710229714,Kimberly Drake,CA896,271022,Yes,31.18,2.22
LHRCA8962710223543,Keith Mitchell,CA896,271022,No,33.11,1.86
LHRCA8962710224837,Sean Ferrell,CA896,271022,Yes,11.76,1.88
LHRCA8962710226504,Martin Graham,CA896,271022,No,7.17,1.24
LHRCA8962710226674,Joseph Thompson,CA896,271022,No,7.98,1.88
LHRCA8962710222024,Jonathan Castaneda,CA896,271022,No,22.77,2.43
LHRCA8962710225857,Kelly Alvarado,CA896,271022,Yes,14.04,1.53
LHRCA8962710225456,Lori Logan,CA896,271022,Yes,32.59,2.17
LHRCA8962710224542,Robin Becker,CA896,271022,Yes,19.87,0.88
LHRCA8962710225824,Sabrina Webb,CA896,271022,No,8.82,2.46
LHRCA8962710226672,Kyle Nguyen MD,CA896,271022,Yes,25.29,1.2
LHRCA8962710225735,Jesse Edwards,CA896,271022,Yes,20.37,0.74
LHRCA8962710221709,Luis Rodriguez,CA896,271022,Yes,22.15,2.45
LHRCA8962710227188,Marc Johnson,CA896,271022,No,20.94,2.04
LHRCA8962710228772,Alexis Alexander,CA896,271022,Yes,5.99,1.82
LHRCA8962710226290,Jacob Becker,CA896,271022,Yes,14.9,1.15
LHRCA8962710229568,Scott Mercado,CA896,271022,Yes,10.36,0.98
LHRCA8962710222432,Ashley Williams,CA896,271022,No,26.08,1.9
LHRCA8962710221859,Jeffrey Williams,CA896,271022,Yes,7.64,1.43
LHRCA8962710227621,Robert Anderson,CA896,271022,No,12.04,2.38
LHRCA8962710228546,Kelly Morales,CA896,271022,Yes,31.74,1.4
LHRCA8962710229663,Sean Gregory,CA896,271022,Yes,32.05,1.28
LHRCA8962710223485,Samantha Kirby,CA896,271022,No,18.83,1.36
LHRCA8962710221909,Matthew Maxwell,CA896,271022,Yes,8.56,1.52
LHRCA8962710229393,Dawn Rojas,CA896,271022,Yes,22.62,1.07
LHRCA8962710223545,Chloe Martinez,CA896,271022,No,24.61,1.04
LHRCA8962710228132,Heather Ortiz,CA896,271022,No,5.04,2.38
LHRCA8962710225180,Nina Thomas,CA896,271022,Yes,18.93,1.84
LHRCA8962710229751,Brooke Miller,CA896,271022,No,33.07,0.57
LHRCA8962710223432,John Castillo,CA896,271022,Yes,26.54,1.07
LHRCA8962710223643,Chase Quinn,CA896,271022,Yes,13.45,0.67
LHRCA8962710225812,Charles Mccoy,CA896,271022,No,20.25,1.87
LHRCA8962710228761,Jennifer Prince,CA896,271022,No,17.75,1.5
LHRCA8962710226555,Raymond Hays,CA896,271022,No,20.78,1.5
LHRCA8962710228065,Anna Meyer,CA896,271022,Yes,19.29,1.71
LHRCA8962710228592,Hunter Johnston,CA896,271022,No,6.81,0.93
LHRCA8962710227052,Jennifer Hamilton PhD,CA896,271022,Yes,18.71,1.52
LHRCA8962710228158,Michael Austin,CA896,271022,Yes,20.96,2.17
LHRCA8962710224322,Luis Cook,CA896,271022,No,24.13,1.27
LHRCA8962710225304,Michael Oneal,CA896,271022,No,23.81,0.97
LHRCA8962710229412,Wesley Evans,CA896,271022,Yes,27.22,2.29
LHRCA8962710221219,Mr. David Williams,CA896,271022,No,27.86,1.94
LHRCA8962710228987,Derek Powell,CA896,271022,No,21.65,2.35
LHRCA8962710224962,Vanessa Morgan,CA896,271022,No,20.35,1.89
LHRCA8962710226480,Anna Pena,CA896,271022,No,11.04,2.11
LHRCA8962710222255,Susan Lynn,CA896,271022,Yes,6.5,2.41
LHRCA8962710222121,Kimberly Bell,CA896,271022,Yes,12.57,1.48
LHRCA8962710227834,Mr. James Perry Jr.,CA896,271022,No,18.82,0.71
LHRCA8962710224193,Thomas Johnson,CA896,271022,Yes,25.86,0.94
LHRCA8962710225952,Ryan Lopez,CA896,271022,No,19.61,2.47
LHRCA8962710222835,Morgan Molina,CA896,271022,Yes,20.22,1.45
LHRCA8962710222202,Mrs. Laura Murphy,CA896,271022,No,12.4,1.7
LHRCA8962710225762,Anthony Brown,CA896,271022,Yes,30.67,1.05
LHRCA8962710229973,Steven White,CA896,271022,Yes,33.0,1.45
LHRCA8962710226594,Tina Bryant,CA896,271022,Yes,31.19,1.28
LHRCA8962710226371,Connie Jordan,CA896,271022,Yes,23.03,2.24
LHRCA8962710224426,Marc Flowers,CA896,271022,Yes,16.28,0.75
LHRCA8962710224638,Victor Roy,CA896,271022,Yes,15.16,1.56
LHRCA8962710222343,Lucas Garcia,CA896,271022,No,32.56,1.13
LHRCA8962710227701,Adam Thompson,CA896,271022,No,21.9,1.48
LHRCA8962710225184,Mary Garza,CA896,271022,Yes,26.24,1.17
LHRCA8962710225370,Nicholas Lewis,CA896,271022,No,25.7,1.33
LHRCA8962710223939,Michael Anderson,CA896,271022,Yes,23.31,1.63
LHRCA8962710227296,Matthew Wilson,CA896,271022,No,32.4,1.78
LHRCA8962710222472,Jacob Roberts,CA896,271022,No,8.98,2.03
LHRCA8962710227866,Karen Peterson,CA896,271022,Yes,24.61,1.62
LHRCA8962710225945,Brittany Mora,CA896,271022,No,16.89,1.0
LHRCA8962710224590,Ashley Reese,CA896,271022,No,22.11,0.8
LHRCA8962710225659,Mark Gonzalez,CA896,271022,No,33.73,2.32
LHRCA8962710223368,Katherine Carr,CA896,271022,Yes,27.79,0.66
LHRCA8962710225458,Shelly Bailey,CA896,271022,Yes,6.67,0.51
LHRCA8962710221336,Brian Thomas,CA896,271022,No,19.17,2.07
LHRCA8962710225336,Jennifer Cruz,CA896,271022,No,7.15,1.84
LHRCA8962710222990,Amanda Knapp,CA896,271022,Yes,8.15,1.21
LHRCA8962710222066,Matthew Brennan DDS,CA896,271022,No,34.88,1.2
LHRCA8962710224931,Megan Navarro,CA896,271022,No,34.66,1.7
LHRCA8962710222323,Christopher Hicks,CA896,271022,No,12.16,2.23
LHRCA8962710225254,Candice Herrera,CA896,271022,Yes,12.39,0.8
LHRCA8962710225479,Adrian Rojas,CA896,271022,No,7.55,0.97
LHRCA8962710229211,Alexa Baker,CA896,271022,Yes,32.44,0.66
LHRCA8962710229779,Felicia Johnson,CA896,271022,No,6.71,1.53
LHRCA8962710225715,Cody Bell,CA896,271022,No,27.22,1.25
LHRCA8962710221226,Ann Brown,CA896,271022,No,5.48,0.66
LHRCA8962710228177,Justin Dixon,CA896,271022,No,13.77,0.95
LHRCA8962710221184,Rebekah Espinoza,CA896,271022,No,7.54,1.32
LHRCA8962710228301,Kathy Klein,CA896,271022,Yes,8.74,1.92
LHRCA8962710222583,Jordan Thomas,CA896,271022,Yes,8.89,2.25
LHRCA8962710229280,Robert Lopez,CA896,271022,No,16.59,0.98
LHRCA8962710224881,Sean Conley,CA896,271022,No,18.9,1.92
LHRCA8962710222116,Rachel Ruiz,CA896,271022,No,12.73,1.21
LHRCA8962710227792,Regina Johnson,CA896,271022,No,27.79,0.95
LHRCA8962710221483,Brenda Kent,CA896,271022,No,8.84,1.35
LHRCA8962710222721,Steven Morris,CA896,271022,Yes,13.64,0.82
LHRCA8962710225508,Peter Klein,CA896,271022,No,21.98,1.88
LHRCA8962710223168,Jonathan Diaz,CA896,271022,Yes,5.88,2.36
LHRCA8962710225872,Natasha Valentine,CA896,271022,No,17.25,1.14
LHRCA8962710226768,Leah Wong,CA896,271022,No,11.99,2.46
LHRCA8962710222467,Daniel Humphrey MD,CA896,271022,Yes,9.17,2.23
LHRCA8962710223114,Robert Moore,CA896,271022,No,16.14,1.15
LHRCA8962710224095,Aaron Obrien,CA896,271022,Yes,15.6,1.97
LHRCA8962710224814,Melissa Gordon,CA896,271022,No,10.43,1.65
LHRCA8962710229528,Kenneth Cobb,CA896,271022,Yes,11.57,0.88
LHRCA8962710224669,Danielle Cervantes,CA896,271022,No,10.12,1.57
LHRCA8962710228890,Leslie Riggs,CA896,271022,Yes,22.15,0.73
LHRCA8962710221995,Carly Hill,CA896,271022,Yes,22.81,1.51
ICNAA8430410226410,Jane Fuller,AA843,041022,No,10.27,1.48
ICNAA8430410225628,Laura Lawrence,AA843,041022,No,9.75,0.69
ICNAA8430410229351,Eric Petersen,AA843,041022,Yes,19.67,1.53
ICNAA8430410227959,Andrea Lopez,AA843,041022,No,31.83,2.35
ICNAA8430410221062,Julie Bishop,AA843,041022,No,12.67,1.97
ICNAA8430410221995,Gary Smith,AA843,041022,No,21.33,1.25
ICNAA8430410229136,Melissa Hicks,AA843,041022,Yes,33.82,2.5
ICNAA8430410229035,Megan Cruz,AA843,041022,Yes,28.18,1.59
ICNAA8430410222514,Kristy Webster,AA843,041022,Yes,7.7,2.1
ICNAA8430410223205,Matthew Barajas,AA843,041022,Yes,19.8,0.88
ICNAA8430410227906,Steven Cook PhD,AA843,041022,Yes,9.74,0.66
ICNAA8430410225692,Sean Owens,AA843,041022,No,27.77,1.77
ICNAA8430410221942,Karl Frank,AA843,041022,Yes,17.12,1.11
ICNAA8430410228042,Jessica Leblanc,AA843,041022,Yes,10.11,0.72
ICNAA8430410221554,Kenneth Gilbert,AA843,041022,No,31.12,0.93
ICNAA8430410229077,Collin Blackwell,AA843,041022,No,32.0,1.2
ICNAA8430410228969,Elizabeth Smith,AA843,041022,Yes,31.35,1.46
ICNAA8430410227098,Haley Martin,AA843,041022,Yes,5.42,1.13
ICNAA8430410225835,Bobby Delgado,AA843,041022,No,21.43,1.47
ICNAA8430410223700,William Tate,AA843,041022,No,27.99,1.33
ICNAA8430410227261,Robert Coleman,AA843,041022,Yes,15.27,1.19
ICNAA8430410221469,Nicholas Floyd,AA843,041022,Yes,17.92,1.26
ICNAA8430410229180,Alan Brewer,AA843,041022,Yes,7.89,1.12
ICNAA8430410228210,Brenda Moore,AA843,041022,No,10.89,1.38
ICNAA8430410228276,Ashley Mcguire,AA843,041022,No,7.73,0.95
ICNAA8430410227470,Chelsea Burns,AA843,041022,Yes,33.41,0.51
ICNAA8430410227668,Wendy Valentine,AA843,041022,No,9.79,1.7
ICNAA8430410227253,Julie Hatfield,AA843,041022,No,16.71,1.48
ICNAA8430410222980,Debra Fleming,AA843,041022,No,34.23,2.16
ICNAA8430410222117,James Roberson,AA843,041022,No,30.41,2.18
ICNAA8430410222595,Andrew Miller,AA843,041022,Yes,24.67,1.07
ICNAA8430410227622,Kevin Gordon,AA843,041022,Yes,16.9,0.88
ICNAA8430410226121,Frank Watson,AA843,041022,Yes,28.49,1.28
ICNAA8430410225005,Jeff Fisher,AA843,041022,No,23.19,1.49
ICNAA8430410224758,Angel Morris,AA843,041022,No,19.54,1.01
ICNAA8430410224323,Melissa Guerrero,AA843,041022,No,25.42,0.6
ICNAA8430410224981,Destiny Weaver,AA843,041022,Yes,17.41,1.15
ICNAA8430410228756,Tanya Gallagher,AA843,041022,Yes,31.49,1.42
ICNAA8430410224451,Penny Taylor,AA843,041022,Yes,25.52,2.16
ICNAA8430410221658,Jason Harris,AA843,041022,No,6.24,1.89
ICNAA8430410229369,Brittany Mclaughlin,AA843,041022,Yes,10.35,0.77
ICNAA8430410226725,Allen Washington,AA843,041022,Yes,23.0,1.36
ICNAA8430410229609,Carrie Bryant,AA843,041022,No,11.19,1.26
ICNAA8430410222505,Carolyn Kelly,AA843,041022,No,20.29,1.19
ICNAA8430410229262,Kelly Cunningham,AA843,041022,No,6.3,0.8
ICNAA8430410225917,Lindsey Brown,AA843,041022,Yes,12.54,1.65
ICNAA8430410223480,Melissa Harvey,AA843,041022,No,34.85,2.3
ICNAA8430410224815,Mark Lopez,AA843,041022,No,18.57,2.42
ICNAA8430410229100,Kevin Warren,AA843,041022,Yes,22.96,1.31
ICNAA8430410224483,Mr. Ronald Pitts MD,AA843,041022,No,11.35,0.69
ICNAA8430410224015,James Holmes,AA843,041022,Yes,9.4,2.33
ICNAA8430410225369,Morgan Lopez,AA843,041022,No,7.52,1.54
ICNAA8430410221123,Jessica Oconnor,AA843,041022,No,20.4,0.53
ICNAA8430410226541,Kristin Weber,AA843,041022,No,21.67,2.28
ICNAA8430410227205,Tamara Mason,AA843,041022,No,19.98,2.4
ICNAA8430410224164,Katherine Hawkins,AA843,041022,Yes,26.35,0.99
ICNAA8430410226138,Michael Herrera,AA843,041022,No,30.42,1.17
ICNAA8430410227976,Wyatt Hale,AA843,041022,No,9.81,0.55
ICNAA8430410225772,Daniel Mcdonald,AA843,041022,Yes,33.08,2.14
ICNAA8430410227778,Alexandria Wilkerson,AA843,041022,Yes,16.16,1.94
ICNAA8430410228149,Michael Phillips,AA843,041022,No,13.35,1.66
ICNAA8430410226263,Danielle Grimes,AA843,041022,Yes,12.59,0.74
ICNAA8430410228212,Michael Morris,AA843,041022,No,20.26,0.78
ICNAA8430410226758,Nicole Reyes,AA843,041022,No,33.78,1.26
ICNAA8430410229495,Cory Williams,AA843,041022,Yes,31.36,2.26
ICNAA8430410222401,Timothy Ingram,AA843,041022,Yes,27.93,0.57
ICNAA8430410227216,Brittany Hernandez,AA843,041022,No,18.08,1.08
ICNAA8430410221691,James Copeland,AA843,041022,Yes,17.3,1.92
ICNAA8430410225096,Katherine Villanueva,AA843,041022,No,16.77,1.12
ICNAA8430410223498,Shawna Thomas,AA843,041022,No,15.21,1.22
ICNAA8430410229529,Jessica Moore,AA843,041022,Yes,31.88,0.95
ICNAA8430410228715,Kimberly White,AA843,041022,Yes,8.53,2.15
ICNAA8430410223872,Aaron Murphy,AA843,041022,Yes,32.15,1.47
ICNAA8430410228771,John Decker,AA843,041022,No,11.28,2.1
ICNAA8430410227927,Ryan Pennington,AA843,041022,Yes,27.04,0.92
ICNAA8430410221685,Jessica Cisneros,AA843,041022,No,23.48,0.8
ICNAA8430410221072,Adam Gordon,AA843,041022,Yes,21.83,1.41
ICNAA8430410224170,Michelle Lee,AA843,041022,Yes,27.16,2.23
ICNAA8430410222053,Kelly Sanders,AA843,041022,Yes,32.29,1.46
ICNAA8430410225015,John Perez,AA843,041022,Yes,17.56,2.12
ICNAA8430410228700,Mr. Jonathan Pena,AA843,041022,No,21.71,1.44
ICNAA8430410223927,Jay Pena,AA843,041022,No,20.1,1.21
ICNAA8430410229486,Jennifer Ellis,AA843,041022,No,29.59,1.37
ICNAA8430410229654,Russell Rosales,AA843,041022,No,19.91,0.82
ICNAA8430410224428,Diana Frazier,AA843,041022,No,15.58,1.07
ICNAA8430410225671,Lonnie Bryant,AA843,041022,No,8.28,0.7
ICNAA8430410228919,Sheena Richardson,AA843,041022,Yes,7.01,1.1
ICNAA8430410221559,Richard Thompson,AA843,041022,Yes,5.23,1.95
ICNAA8430410223343,Robyn Quinn,AA843,041022,No,11.93,0.66
ICNAA8430410228853,Ms. Anna Melton,AA843,041022,No,26.22,1.24
ICNAA8430410222420,Henry Grant,AA843,041022,No,24.71,2.36
ICNAA8430410226100,Michael Martinez,AA843,041022,No,12.08,1.37
ICNAA8430410227440,Juan Bowman,AA843,041022,No,9.18,2.25
ICNAA8430410221636,Mr. Devin Thomas,AA843,041022,No,31.46,1.36
ICNAA8430410223098,Anthony Ewing,AA843,041022,No,25.49,1.27
ICNAA8430410222045,Eric Flores,AA843,041022,Yes,30.48,2.21
ICNAA8430410221197,Natalie Robertson,AA843,041022,No,30.2,1.41
ICNAA8430410222641,Paul Chen,AA843,041022,Yes,34.09,0.67
ICNAA8430410223305,Christopher Miller,AA843,041022,Yes,10.13,1.16
